intersection_id,y_ge2,oof_score_random,oof_rank,screen_2021_count,screen_2021,screen_any_single_year_count,screen_any_single_year,screen_6yr_count,screen_6yr
8591eef53180c0c31b908865942eae5e,0,0.005638652481138706,14168,0,False,0,False,0,False
92cf981438fa8f4a48d3443516bc1b3c,0,0.005386295262724161,18262,0,False,0,False,0,False
b82bfe7434eedd3463c3b820c4184c24,0,0.005638652481138706,14169,0,False,0,False,0,False
79dbd2ae2391ddd270cc9abc59f78fe3,0,0.03940782696008682,2852,0,False,1,False,1,False
6c671ebf8937e5276b21315e099720da,0,0.005638652481138706,14170,0,False,0,False,0,False
f145c5d52009cc605cbefb333cc3d285,0,0.07519148290157318,1241,0,False,1,False,2,False
fa74e07eab324e6969783c4d76c6fdac,0,0.08189698308706284,1051,0,False,1,False,5,True
8929b2a87bde3bf33d5e4e6188d2efec,0,0.11095798760652542,628,1,False,2,False,8,True
7e79a64dedeaa733463fece5a37cfdc6,0,0.03782929107546806,3027,0,False,0,False,1,False
9c249c7e5ad54e9818ad1daf50872410,0,0.04508122429251671,2474,0,False,1,False,2,False
c7597ddca67e92adab061f8276643b15,0,0.08077846467494965,1080,1,False,1,False,4,False
6a1e0c5465b9e1335c7c14cebbeb63af,0,0.03757084906101227,3048,1,False,1,False,1,False
1c80c094fe34b9dc87b5fd65e7f3d954,0,0.006070152390748262,5994,0,False,0,False,0,False
b16c5db3071cf19637ed8f3a0dc8531f,0,0.005386295262724161,18263,0,False,0,False,0,False
485ceb3ccd261fb5c128692787476e0f,0,0.005638652481138706,14171,0,False,0,False,0,False
3793db8f8728695fc9581b56e8ada5e8,0,0.006070152390748262,5995,0,False,0,False,0,False
0fd9016d301efbaa1aab397ccea82ec3,0,0.03420457988977432,3459,0,False,0,False,1,False
0283630708ea60de1cbc3f447dbe646b,0,0.005638652481138706,14172,0,False,0,False,0,False
b81f82274be49eab532089bd2bdbfa4f,0,0.028569525107741356,4249,0,False,0,False,1,False
7c07be051f847eedcdec991052d59e7d,0,0.060161489993333817,1793,1,False,4,False,10,True
c11ae8789302a685a73f3dfc5162a47f,0,0.07355912029743195,1286,1,False,1,False,4,False
64d0173cc383cf72d31efc22c17dc954,0,0.028650308027863503,4220,0,False,0,False,1,False
c06f19a60dd43ab48a55ad334e55d21e,0,0.005884240847080946,10076,0,False,0,False,0,False
9522ad7db71db5095f35c441baf76ef3,0,0.006070152390748262,5996,0,False,0,False,0,False
6ab1baff7c0f4f3be9f33c36a28636a6,0,0.0053354287520051,22354,0,False,0,False,0,False
84e0692785570b70a7978a31c88a26d0,0,0.06098797172307968,1754,1,False,1,False,2,False
fe9d197875f169e98dac5d05be20d226,0,0.0053354287520051,22355,0,False,0,False,0,False
fb85aa086dbf9094907c9ee71da324d6,0,0.031176630407571793,3862,1,False,1,False,1,False
0f5f3274675abd7478cf6874481cd5f3,0,0.052232980728149414,2122,0,False,2,False,3,False
6255323ce51fc83ce6d9a1fe1fbbbdeb,0,0.06356136500835419,1656,1,False,1,False,3,False
59015fa75e2652dcbc5ade0c0f247dad,0,0.13519883155822754,437,1,False,2,False,8,True
494f883b87677b641f3741c81b015ba0,0,0.006070152390748262,5997,0,False,0,False,0,False
5653bd65d69c6f5820167444a4e3b91e,0,0.03264528885483742,3698,0,False,0,False,1,False
328c00844b74ec0728962ffe1dbd70fc,0,0.0053354287520051,22356,0,False,0,False,0,False
d52a1a2c5408c2955513172d2abf1cc5,0,0.0053354287520051,22357,0,False,0,False,0,False
8154e4f2538ec4221cd84581ce3b78ac,0,0.005884240847080946,10077,0,False,0,False,0,False
194a040bee8846ef573025f2ef0dcf28,0,0.005638652481138706,14173,0,False,0,False,0,False
15b04e1d44e03d779d96b935dd93cb99,0,0.005386295262724161,18264,0,False,0,False,0,False
5134cf436c69f67a0c91ea9db06d361e,0,0.005884240847080946,10078,0,False,0,False,0,False
36670b0c68b469fb19a5d1be8c6af83b,0,0.005638652481138706,14174,0,False,0,False,0,False
fabac301b9f0e7436fbf105249c762c2,0,0.006070152390748262,5998,0,False,0,False,0,False
119764f4efbf2b39bedcdc516d376059,0,0.0053354287520051,22358,0,False,0,False,0,False
ab2f7fcba425b3233100a46f40e0f969,0,0.12073414027690887,540,11,True,11,True,39,True
2308a5c2d550fafc6bd1069cb8759535,0,0.005386295262724161,18265,0,False,0,False,0,False
5369b2819067f4e077bf76aedb0cd40c,0,0.005386295262724161,18266,0,False,0,False,0,False
de875c5a90dda4caccb560abace503df,0,0.005386295262724161,18267,0,False,0,False,0,False
3b673c99386586db320b63b8e471a4b7,0,0.005884240847080946,10079,0,False,0,False,0,False
ac3a577d68f7eb2159b8c2f94aac2002,0,0.005638652481138706,14175,0,False,0,False,0,False
a632ac32d5fed0eee42328351a42e20e,0,0.005638652481138706,14176,0,False,0,False,0,False
6b8a1c4c3ef14ef8f56e080147373695,0,0.005638652481138706,14177,0,False,0,False,0,False
0bef4c9ff513be6426159b71bf0ed2da,0,0.04418155178427696,2523,0,False,0,False,2,False
6117827d48d2c8d628af79b8513cafc8,0,0.046582162380218506,2401,0,False,2,False,2,False
ad7f4dc00e1937e232f7eba5e76b2558,0,0.005638652481138706,14178,0,False,0,False,0,False
1472b5c2ecfe0603c5287e06b401d584,0,0.021014725789427757,4937,0,False,0,False,1,False
43b2f0a3fc19c53f0fe3caa904b48967,0,0.005884240847080946,10080,0,False,0,False,0,False
c6de025fd84ae9b7c90a42b54c5fe897,0,0.005638652481138706,14179,0,False,0,False,0,False
266959ed34725bdd0412e45d89c12fc1,0,0.005638652481138706,14180,0,False,0,False,0,False
055c02a524f925a5c4004026f373dfb5,0,0.015239165164530277,5772,0,False,0,False,0,False
959537599a09ef91eb190e7fac4fb73f,1,0.11399610340595245,598,2,False,2,False,2,False
6c5293f3dc517adfc14a5c9db35eaf00,0,0.1459822803735733,358,8,True,8,True,18,True
8a213687ab6581a88268b90243b61092,0,0.09439066052436829,838,4,False,4,False,18,True
78720afda0d5212d2be84a03f0f3d173,0,0.005884240847080946,10081,0,False,0,False,0,False
b781fae60f735ae9f186c7f9f13bc1f0,0,0.005386295262724161,18268,0,False,0,False,0,False
d107728719e769978a37bc853ad3626b,0,0.0053354287520051,22359,0,False,0,False,0,False
eda0dace84099511eb55e9aa2e68f2cb,0,0.005386295262724161,18269,0,False,0,False,0,False
5ab8a67cb4422ef95cfccc1d47d0a847,0,0.005386295262724161,18270,0,False,0,False,0,False
64e15f3a8f126ce9baec0d7aa542e81b,0,0.005386295262724161,18271,0,False,0,False,0,False
5eda51e4683558fead449ba0b30fd3df,0,0.005884240847080946,10082,0,False,0,False,0,False
f133cfcb22522d97ee34a311aa7c7477,0,0.005386295262724161,18272,0,False,0,False,0,False
a1e7fa018be1183f5c01e90ee8ce2904,0,0.01604328490793705,5631,0,False,0,False,1,False
3865c35932a392adf1138b3a271d756e,0,0.025081856176257133,4644,0,False,0,False,1,False
96ef32b3d36d8247a4619b83bb13b272,0,0.03097129426896572,3886,1,False,1,False,1,False
f7e6a605277f048a406d2aac4e443411,0,0.005638652481138706,14181,0,False,0,False,0,False
4335966052fcfd2b5077130e736f9b00,0,0.0053354287520051,22360,0,False,0,False,0,False
6fe9290b95c53f5fb079bc723cbb1fac,0,0.024457968771457672,4708,0,False,0,False,1,False
96ea2a39ec6c0e811c72421e41b934ee,0,0.005884240847080946,10083,0,False,0,False,0,False
7606fb2710df5f52247937fd42ee5221,0,0.005884240847080946,10084,0,False,0,False,0,False
2fd6f321ffd03798668292d67cbbb505,0,0.03871464356780052,2920,1,False,1,False,1,False
0fc66efaf5faacd2537c5597962f9eac,0,0.07860099524259567,1137,1,False,1,False,2,False
838f84cb8aa53fd98e5dff633b6f0e5d,0,0.0053354287520051,22361,0,False,0,False,0,False
4b1d59b6c0fa51b868c95bfe6a0db2b5,0,0.02470475248992443,4687,0,False,1,False,1,False
b2e373ea78cbd4e2a7a4aebf04bb265d,0,0.033400002866983414,3578,1,False,1,False,1,False
dc91a8a2c7ffb1b4ebaac820251e6a98,0,0.02897988073527813,4167,0,False,0,False,1,False
6b1c52742a6fc254dbdbc5579cbade10,0,0.005638652481138706,14182,0,False,0,False,0,False
a531f734de67a95e6a44dd0aa5234a14,0,0.005386295262724161,18273,0,False,0,False,0,False
effe9bb749b86e7f1b6fc73ef29b4386,0,0.005386295262724161,18274,0,False,0,False,0,False
d51950d27eaa6ae5dabaf9b43b3ad914,0,0.03431611508131027,3435,0,False,1,False,1,False
95fc59b04e4c028a1dbb7def3c2526dc,0,0.032075878232717514,3746,0,False,0,False,1,False
5fdd81abaf7213c4a8a78a091881472d,0,0.1490345299243927,338,1,False,2,False,4,False
63670219f9405b318f87e0db6f9596d7,0,0.037872083485126495,3021,0,False,0,False,2,False
adfc49911037209965cbc09ec10a95f0,0,0.025477202609181404,4617,0,False,0,False,1,False
9c42009ff7696c45883469fb98e65d67,0,0.006070152390748262,5999,0,False,0,False,0,False
f500dfbee153b29f483beed06ff631e0,0,0.005638652481138706,14183,0,False,0,False,0,False
19fa0010be2ab41eb7523584ba29b93b,0,0.006070152390748262,6000,0,False,0,False,0,False
178f232554a3e892b0db4915e5941183,0,0.005884240847080946,10085,0,False,0,False,0,False
92ed7695da4a5423cbbda8da26ce6c78,0,0.11328380554914474,605,0,False,1,False,4,False
8ef883c02e1fac157d08e987bd45c306,0,0.2594648003578186,17,4,False,5,True,19,True
721986caea886fd54f7c84cf25742b4c,0,0.06568500399589539,1571,0,False,1,False,3,False
a2cf53506c9f156926d34f52a1a1248c,0,0.006070152390748262,6001,0,False,0,False,0,False
0a01f6c2622afc792e97f0d05a52ed84,0,0.005884240847080946,10086,0,False,0,False,0,False
b8d5cf7a6fc811cce2741b051ad91509,0,0.005884240847080946,10087,0,False,0,False,0,False
794f49d01fb4bcb1f4b4284bfc79459e,0,0.006070152390748262,6002,0,False,0,False,0,False
d3e2892a8368e53755a71b6f1164a282,0,0.005638652481138706,14184,0,False,0,False,0,False
804cea624e4bf10fe16ab5ff5f3e9433,0,0.005386295262724161,18275,0,False,0,False,0,False
28cb25aafde5ffddd896dfaa175c9c2c,0,0.005884240847080946,10088,0,False,0,False,0,False
9d162352d2af36f14f7a6d4b6188c113,0,0.0053354287520051,22362,0,False,0,False,0,False
42eca759a7ff0e7fe8ac6f5aabbb65ca,0,0.005884240847080946,10089,0,False,0,False,0,False
9ad56a94f43d51090ef6bf16cfb314bf,0,0.0204046331346035,5079,0,False,0,False,1,False
1405761ce6769706f74d9800f8aa6255,0,0.006070152390748262,6003,0,False,0,False,0,False
b9ba8b7c1a083a30cb1f6bedd63b73cf,0,0.0212284866720438,4908,0,False,0,False,1,False
cc7d38d59ab5e121eef237a81d777771,0,0.031528085470199585,3815,0,False,1,False,1,False
a8b511d183653db68664f07e5657a626,0,0.006070152390748262,6004,0,False,0,False,0,False
10fd946c0c9402414befda28d8832a0e,0,0.07370489835739136,1282,0,False,1,False,4,False
192c1cd6c3a67ce18bd66c4b8a74df04,0,0.028569525107741356,4250,0,False,0,False,1,False
73d81b10104c21a2a615c9917ea31b15,0,0.005638652481138706,14185,0,False,0,False,0,False
6d0b6be93e282fbce5c7278ea7ec84eb,0,0.005638652481138706,14186,0,False,0,False,0,False
267346d59b1362f1b4cb04b922ab986b,0,0.005386295262724161,18276,0,False,0,False,0,False
f7c2320bd8e5820a1feba01607819ec1,0,0.05017397552728653,2233,0,False,2,False,3,False
d2d72225f8ecc58aba209c4c8b69571d,0,0.11395107209682465,599,2,False,2,False,3,False
6a205b3b502bcdf1aa8aeba96cd0e2aa,0,0.16523957252502441,243,3,False,3,False,9,True
016cae4561534ad63d842f37590c993b,0,0.0701545774936676,1411,1,False,1,False,4,False
c551bf4a0efd1d735b1669fd35fbf21d,0,0.006070152390748262,6005,0,False,0,False,0,False
87f951de464cb9adbe8b83d2ef2b6018,0,0.005638652481138706,14187,0,False,0,False,0,False
f170733878fe6f402d29309b5d7c872c,0,0.03073994629085064,3908,0,False,0,False,1,False
933373d623045f3e9acf662cb8709ff9,0,0.006070152390748262,6006,0,False,0,False,0,False
fcfe83b0808905ec70e064d1bbd14970,0,0.005638652481138706,14188,0,False,0,False,0,False
390fbb3ae509088f8a97ef4a23f3abac,0,0.015677787363529205,5663,0,False,0,False,1,False
9753e41d3c7588cee4e476b3b656a548,0,0.07158780097961426,1353,0,False,1,False,6,True
af7b7bb2fd521bdd325218e5874f4fcb,0,0.050081949681043625,2241,0,False,0,False,2,False
3c1c31520d8d2ac02230acdc8ea89888,0,0.005638652481138706,14189,0,False,0,False,0,False
50ae831b2d713e244265dc34e8da1e57,0,0.005386295262724161,18277,0,False,0,False,0,False
bb90f22ad23ffefbca92c2015ddffc7d,0,0.006070152390748262,6007,0,False,0,False,0,False
a17f7dade7c7b2a1102187dd31cbfd29,0,0.005638652481138706,14190,0,False,0,False,0,False
a82aa18af4aefb7c93d2370d916eec3f,0,0.0053354287520051,22363,0,False,0,False,0,False
dc9a8c6483752f4851dbae613af6abce,0,0.06521543115377426,1591,0,False,1,False,2,False
22b7c8c49ba56aef782cfb46fe25fc5e,0,0.06662610918283463,1541,1,False,1,False,3,False
84a8963833e5546476e796462db3da9e,0,0.005638652481138706,14191,0,False,0,False,0,False
40e5197039fcc87a57e4faee2ad89385,0,0.005386295262724161,18278,0,False,0,False,0,False
db0f8c9f17efeda29b8d1f7db2fab5e0,0,0.005638652481138706,14192,0,False,0,False,0,False
18dcdf7f91ecadfba1ec54374c6f5190,0,0.006070152390748262,6008,0,False,0,False,0,False
5d844a98c2c1f204a11dd1a099068cdb,0,0.006070152390748262,6009,0,False,0,False,0,False
6c85f38ad369fb7271fd663920d851d0,0,0.035245414823293686,3325,1,False,1,False,1,False
49fcfdcfd95bb358dee14081cce3b070,0,0.006070152390748262,6010,0,False,0,False,0,False
fe4a7ad7ed733b72e6ee6057304e665d,0,0.005386295262724161,18279,0,False,0,False,0,False
3d1cffc1abfceaacf43a0b0701bce09a,0,0.005884240847080946,10090,0,False,0,False,0,False
ef20dcf15c037fdbf7a6eb7a94512681,0,0.028650308027863503,4221,0,False,0,False,1,False
b9b267fd20e82054290e54cd4b21b1de,0,0.005638652481138706,14193,0,False,0,False,0,False
dc6ec8914a20a7f8b1d02de2deb596ac,0,0.006070152390748262,6011,0,False,0,False,0,False
a5176d4b2c798a5ff51c1366a1504742,0,0.0053354287520051,22364,0,False,0,False,0,False
7a151a4d7e61dff90785f9e5480cf6b2,0,0.08415743708610535,1007,0,False,2,False,5,True
d55c3ea914ef2e86732be648bab7eb3b,0,0.006070152390748262,6012,0,False,0,False,0,False
0e0d5fb963c5f1ea5963db5c20854e6c,0,0.005884240847080946,10091,0,False,0,False,0,False
008a4735f3f74cf434bd021ad343e9f7,0,0.005386295262724161,18280,0,False,0,False,0,False
cb3dfc13b3b1de2780a1f13e58c1d7f8,0,0.03228158503770828,3729,0,False,0,False,1,False
cb8e71bf49291536d4b338134129b7ae,0,0.005386295262724161,18281,0,False,0,False,0,False
37487fb51d3455b358438b36aafe8f12,0,0.0053354287520051,22365,0,False,0,False,0,False
8ff05eef73b074fbec4ad2d5f3c488b5,0,0.006070152390748262,6013,0,False,0,False,0,False
db2a63fad2541752b779d91de83f77fa,0,0.005638652481138706,14194,0,False,0,False,0,False
6757e92f97ea7dec8e04fced2c061f41,0,0.005638652481138706,14195,0,False,0,False,0,False
7956841e5c13dca0605288513b0ecbee,0,0.005638652481138706,14196,0,False,0,False,0,False
12cecafe2cb629ca80c5d986619eac5d,0,0.0053354287520051,22366,0,False,0,False,0,False
b22a3fb0f296f0a429b6f248ab12df8c,0,0.005386295262724161,18282,0,False,0,False,0,False
5661cbf6f91eaa06973a7ad6e1f54a19,0,0.005884240847080946,10092,0,False,0,False,0,False
6efbbebb567299cc289ebbda5a1c917b,0,0.04841497913002968,2319,1,False,1,False,2,False
640579deab39612c33bf04980e4a44cf,0,0.189363032579422,146,4,False,4,False,14,True
