rank,intersection_name,longitude,latitude,risk_score,percentile,in_top200
313,56th Street & El Cajon Boulevard,-117.07493030000037,32.75848815,0.040754,99.6,False
314,Camino del Sur & Carmel Valley Road,-117.1462341,32.976007600000024,0.040753,99.6,False
315,Rail Court,-117.02867190000002,32.54425929999999,0.040698,99.6,False
316,Linda Vista Road & Napa Street,-117.19698189999998,32.7653024,0.04066,99.6,False
317,Ebers Street & Voltaire Street,-117.24142450000001,32.748845200000005,0.040646,99.6,False
318,East Market Street & North 11th Avenue,-117.1546811,32.7115268,0.040635,99.6,False
319,Catalina Boulevard & Santa Barbara Street,-117.2452358,32.72368630000001,0.040545,99.6,False
320,Convoy Street & Engineer Road,-117.15433480000002,32.82681050000001,0.040544,99.6,False
321,El Cajon Boulevard & Park Boulevard,-117.14638000000001,32.755332900000006,0.040497,99.6,False
322,30th Street & Adams Avenue,-117.1302184,32.76288999999999,0.040425,99.6,False
323,Linda Vista Road & Mesa College Drive,-117.1581399,32.8007549,0.040359,99.6,False
324,Kearny Villa Road & Miramar Road,-117.11994250000001,32.89390290000001,0.040355,99.6,False
325,Altadena Avenue & Euclid Avenue,-117.0849828,32.7223138,0.040339,99.6,False
326,A Street,-117.1554631,32.71886650000002,0.040335,99.6,False
327,Chamoune Avenue & University Avenue,-117.09659254999467,32.749666525017346,0.040322,99.6,False
328,Camino del Rio South & Texas Street,-117.13928715000445,32.7673223500085,0.040322,99.6,False
329,Garnet Avenue & Olney Street,-117.229874,32.80221600000003,0.040317,99.6,False
330,Gold Coast Drive & Westonhill Drive,-117.13555930000001,32.905741600000006,0.040299,99.6,False
331,59th Street & El Cajon Boulevard,-117.0705061,32.759716700000006,0.040297,99.6,False
332,Black Mountain Road & Gemini Avenue,-117.1251275,32.9193224,0.040296,99.6,False
333,63rd Street & El Cajon Boulevard,-117.0630706,32.763615600000016,0.040291,99.6,False
334,Scripps Highland Drive & Scripps Poway Parkway,-117.10765490000001,32.936505600000004,0.040279,99.6,False
335,9th Avenue & Washington Street,-117.1563737,32.75016170000001,0.040267,99.6,False
336,Pomerado Road & Rancho Bernardo Road,-117.06100299999999,33.01865890000001,0.040178,99.6,False
337,Alvarado Canyon Road & Camino del Rio North,-117.1014678,32.7801664,0.040087,99.6,False
338,33rd Street & University Avenue,-117.1219831,32.74877190000002,0.039922,99.6,False
339,35th Street & University Avenue,-117.1180756,32.74975559999999,0.039919,99.6,False
340,Genesee Avenue & Marlesta Drive,-117.1752671,32.80495569999999,0.039892,99.6,False
341,Camino del Sur & Paseo del Sur,-117.1473119,33.013116600000004,0.039807,99.6,False
342,Euclid Avenue & Naranja Street,-117.0849841,32.7086497,0.039765,99.6,False
343,West Mission Bay Drive,-117.23069970000002,32.76163999999999,0.039698,99.6,False
344,Mississippi Street & University Avenue,-117.1411565,32.74844509999999,0.039624,99.6,False
345,Grand Avenue & Kendall Street,-117.23655240000001,32.798618600000005,0.039606,99.6,False
346,South 35th Street,-117.1187612,32.70177760000001,0.039576,99.6,False
347,Qualcomm Way,-117.1420769,32.77835319999999,0.039545,99.6,False
348,Jackson Drive & Navajo Road,-117.0460988,32.803936399999984,0.039493,99.6,False
349,51st Street & Geneva Avenue,-117.08438480000001,32.71680010000001,0.039482,99.6,False
350,Newport Drive & Townsite Drive,-117.2356992,33.2109022,0.039472,99.6,False
351,53rd Street & Imperial Avenue,-117.08075569999998,32.70661340000001,0.039417,99.6,False
352,6th Avenue & University Avenue,-117.1595896,32.74833710000001,0.03938,99.6,False
353,Ocean View Boulevard & South 33rd Street,-117.12259070000002,32.701215500000025,0.039366,99.6,False
354,Black Mountain Road & Gold Coast Drive,-117.1241799,32.905353599999984,0.039354,99.6,False
355,5th Avenue & F Street,-117.1601605,32.7136231,0.039249,99.6,False
356,Nobel Drive & Regents Road,-117.21914139999998,32.86749819999998,0.039186,99.6,False
357,Cardiff Street,-117.02586500000001,32.7182905,0.039181,99.6,False
358,Commerce Avenue & Miramar Road,-117.1683597,32.878227499999994,0.039159,99.6,False
359,25th Street,-117.1402189,32.70583470000001,0.03915,99.6,False
360,Columbia Street & West Grape Street,-117.16816870000001,32.725673799999996,0.039138,99.6,False
361,70th Street & El Cajon Boulevard,-117.04708439999978,32.76878670000001,0.039093,99.6,False
362,Sunset Cliffs Boulevard & West Point Loma Boulevard,-117.2422547,32.75095350000002,0.039072,99.6,False
363,Genesee Avenue & Richland Street,-117.1630698,32.791205399999974,0.039022,99.6,False
364,Black Mountain Road & Carroll Canyon Road,-117.12412149999999,32.90276589999999,0.039018,99.6,False
365,Flanders Drive & Mira Mesa Boulevard,-117.17708150000001,32.9064877,0.038974,99.5,False
366,Adams Avenue & Bonnie Court,-117.1100519,32.7632811,0.038974,99.5,False
367,Camino del Norte & Carmel Mountain Road,-117.07234380000001,32.99088819999999,0.038924,99.5,False
368,8th Avenue & B Street,-117.15744,32.717814999999966,0.038892,99.5,False
369,Camino Ruiz & Miralani Drive,-117.1363613,32.8967842,0.038866,99.5,False
370,Gramercy Drive & Mission Village Drive,-117.1289652,32.8018614,0.03881,99.5,False
371,Ebers Street & Niagara Avenue,-117.2466141,32.742835300000024,0.038787,99.5,False
372,4th Avenue & E Street,-117.1610708,32.7146421,0.038725,99.5,False
373,El Camino Real & Valley Centre Drive,-117.2381102,32.93597459999999,0.038712,99.5,False
374,Black Mountain Road & Westview Parkway,-117.12590510000001,32.93322150000001,0.038636,99.5,False
375,Bacon Street & Santa Monica Avenue,-117.2503544,32.747725200000005,0.038633,99.5,False
376,11th Avenue,-117.1547212,32.718485,0.038609,99.5,False
377,Mira Mesa Boulevard,-117.15230430000001,32.9118475,0.038602,99.5,False
378,Roll Drive & Via de la Amistad,-116.93750750000001,32.55293809999999,0.038591,99.5,False
379,El Camino Real,-117.23717880000001,32.9351395,0.038576,99.5,False
380,36th Street & Adams Avenue,-117.115189,32.763318800000015,0.03856,99.5,False
381,Palm Avenue & Saturn Boulevard,-117.09259679999998,32.58391600000001,0.038552,99.5,False
382,East San Ysidro Boulevard & West Olive Drive,-117.042999,32.552166299999996,0.038531,99.5,False
383,Mira Mesa Boulevard & Westonhill Drive,-117.13565990000001,32.912921,0.038502,99.5,False
384,Orange Avenue & Winona Avenue,-117.0879574,32.75307900000001,0.038475,99.5,False
385,30th Street & Polk Avenue,-117.13016850000001,32.752209,0.038462,99.5,False
386,Camino de la Plaza & Virginia Avenue,-117.0364243,32.543991600000005,0.03845,99.5,False
387,Fairmount Avenue & Polk Avenue,-117.10088850000001,32.7514331,0.038439,99.5,False
388,Balboa Avenue & Noyes Street,-117.23133180000002,32.800687999999994,0.038393,99.5,False
389,El Cajon Boulevard & Rolando Boulevard,-117.0573855,32.767044299999995,0.03838,99.5,False
390,Torrey Pines Road,-117.25508630000002,32.8504764,0.038326,99.5,False
391,5th Avenue & University Avenue,-117.16041540000002,32.748280900000005,0.03831,99.5,False
392,Euclid Avenue,-117.08499449999998,32.7137612,0.038217,99.5,False
393,Barnett Avenue & Lytton Street,-117.20963200000001,32.74253719999998,0.038192,99.5,False
394,Pacific Highway & Rosecrans Street,-117.20116170000001,32.755361900000004,0.038186,99.5,False
395,Andrews Street & West Washington Street,-117.1812124,32.74322320000002,0.038137,99.5,False
396,Cleveland Avenue & Washington Street,-117.14927919999998,32.7520714,0.038137,99.5,False
397,60th Street & Federal Boulevard,-117.06814170000001,32.72724190000003,0.038098,99.5,False
398,8th Avenue & A Street,-117.157448,32.71886259999998,0.038094,99.5,False
399,Rolling Dunes Way,-117.0964713,32.576702,0.038042,99.5,False
400,Scripps Poway Parkway & Springbrook Drive,-117.07298389999998,32.9345465,0.037995,99.5,False
401,Rosecrans Street & Sports Arena Boulevard,-117.204962,32.751466700000016,0.037994,99.5,False
402,50th Street & University Avenue,-117.08699920000001,32.7493046,0.037933,99.5,False
403,Fairmount Avenue,-117.10071800000001,32.77771169999998,0.037932,99.5,False
404,16th Street & J Street,-117.1494551,32.7094307,0.037904,99.5,False
405,Imperial Avenue & South 47th Street,-117.09372390000001,32.704080999999995,0.037889,99.5,False
406,Flower Avenue & Hollister Street,-117.0841038,32.57596319999999,0.037879,99.5,False
407,University Avenue & Vermont Street,-117.153458,32.748394700000006,0.037844,99.5,False
408,5th Avenue & J Street,-117.1601306,32.7093972,0.037834,99.5,False
409,Fairmount Avenue & San Diego Mission Road,-117.10151700000002,32.78502299999999,0.037815,99.5,False
410,49th Street,-117.08979050000002,32.721274,0.037768,99.5,False
411,Briarwood Road & Prairie Mound Way,-117.03672800000001,32.69128799999998,0.037703,99.5,False
412,University Avenue,-117.0941683,32.74956360000001,0.037633,99.5,False
413,Washington Street,-117.15604080000001,32.7502178,0.037627,99.5,False
414,11th Avenue & G Street,-117.154671,32.71260220000002,0.037591,99.5,False
415,La Jolla Village Drive & Regents Road,-117.2183962,32.87135150000002,0.037543,99.5,False
416,El Cajon Boulevard,-117.10837700000002,32.75525280000001,0.03753,99.5,False
417,Clairemont Mesa Boulevard & Limerick Avenue,-117.178741,32.834478299999994,0.037528,99.5,False
418,Donaldson Drive & Garnet Avenue,-117.2260705,32.80326299999999,0.03752,99.5,False
419,Clairemont Mesa Boulevard & Lakehurst Avenue,-117.20175370000001,32.8311544,0.037476,99.5,False
420,College Avenue & Lindo Paseo,-117.0698743,32.771637699999985,0.037357,99.5,False
421,Bayard Street & Grand Avenue,-117.25306870000001,32.794990799999994,0.03726,99.5,False
422,National Avenue & South 41st Street,-117.1060439,32.696083800000004,0.037245,99.5,False
423,Camino de la Reina & Camino del Este,-117.14415479999998,32.77083149999999,0.037233,99.5,False
424,Greenford Drive & Mira Mesa Boulevard,-117.1328538,32.9137555,0.037224,99.5,False
425,Hancock Street & Sports Arena Boulevard,-117.2171346,32.754663699999995,0.037187,99.5,False
426,43rd Street & East Market Street,-117.10225699999998,32.71146399999999,0.037114,99.5,False
427,Everts Street & Grand Avenue,-117.24757610000002,32.79619000000001,0.037085,99.5,False
428,University Avenue,-117.09960349999999,32.749655999999995,0.037048,99.5,False
429,Carmel Mountain Road & Paseo Montalban,-117.11786629999999,32.96235710000001,0.036953,99.5,False
430,Fairmount Avenue & Laurel Street,-117.1011608,32.731471400000004,0.036939,99.5,False
431,Executive Drive & Towne Centre Drive,-117.20759660000002,32.876798700000016,0.036858,99.5,False
432,Camino Santa Fe & Mira Mesa Boulevard,-117.1713553,32.9074766,0.036817,99.5,False
433,Mira Mesa Boulevard & Schilling Avenue,-117.16661040000001,32.90844129999999,0.036817,99.5,False
434,35th Street & Orange Avenue,-117.117993,32.753299999999975,0.036731,99.5,False
435,46th Street & El Cajon Boulevard,-117.09580999999999,32.75556899999999,0.03663,99.5,False
436,Hawaii Avenue & Palm Avenue,-117.06638440000002,32.583761599999995,0.036591,99.5,False
437,Rio San Diego Drive & River Run Drive,-117.1324622,32.777453699999974,0.036582,99.5,False
438,Clairemont Mesa Boulevard & Convoy Street,-117.15335320000001,32.83281749999999,0.036579,99.5,False
439,Friars Road & Santo Road,-117.10514090000551,32.790452600010745,0.036562,99.5,False
440,University Avenue & Uptown Center,-117.15529979999998,32.748484299999994,0.036542,99.5,False
441,Orcutt Avenue & Zion Avenue,-117.0960051,32.79297740000003,0.036542,99.5,False
442,National Avenue,-117.1340432,32.69592769999999,0.036537,99.5,False
443,54th Street & Redwood Street,-117.0796953,32.737703400000015,0.03652,99.5,False
444,Kettner Boulevard & Sassafras Street,-117.17674300000002,32.736877,0.036518,99.5,False
445,Duke Street & Midway Drive,-117.217911,32.75384510000001,0.03648,99.5,False
446,Camino del Sur & San Dieguito Road,-117.15656820000001,32.99737619999998,0.036473,99.4,False
447,Carmel Mountain Road & Peñasquitos Drive,-117.09034365000912,32.977548000002635,0.036422,99.4,False
448,Main Street,-117.0835895,32.59481770000002,0.036405,99.4,False
449,Burns Court & National Avenue,-117.10990340000001,32.696056,0.03639,99.4,False
450,Logan Avenue & San Pasqual Street,-117.1028664,32.69693510000001,0.036385,99.4,False
451,Menlo Avenue & Wightman Street,-117.0944642,32.74769460000002,0.036369,99.4,False
452,Dunaway Drive & Torrey Pines Road,-117.2432089,32.866293500000005,0.036356,99.4,False
453,Clairemont Mesa Boulevard & Kearny Villa Road,-117.1383473,32.83152780000001,0.036325,99.4,False
454,Monroe Avenue & Texas Street,-117.13884125000003,32.75911920000612,0.036292,99.4,False
455,Mission Center Court & Mission Center Road,-117.1541001,32.77355310000001,0.036285,99.4,False
456,Pacific Highway & West E Street,-117.17101940000002,32.71460840000002,0.03625,99.4,False
457,Jackson Drive & Lake Murray Boulevard,-117.01882189999999,32.79310100000001,0.036231,99.4,False
458,Chatsworth Boulevard & Elliott Street,-117.221929,32.743607299999994,0.036196,99.4,False
459,South 32nd Street,-117.1253776,32.691977300000005,0.036183,99.4,False
460,2nd Avenue & Broadway Circle,-117.1629022,32.71564220000001,0.03617,99.4,False
461,5th Avenue & East Harbor Drive,-117.160582,32.70696540000001,0.036151,99.4,False
462,Mount Abraham Avenue & Mount Alifan Drive,-117.176208,32.819667999999986,0.036132,99.4,False
463,Campus Point Drive & Genesee Avenue,-117.22020069999999,32.88199120000001,0.036123,99.4,False
464,Genesee Avenue & La Jolla Village Drive,-117.2142099,32.87244830000001,0.0361,99.4,False
465,1st Avenue & West Broadway,-117.16379000000002,32.71564029999999,0.036068,99.4,False
466,Kika Court & Mercy Road,-117.114777,32.9408561,0.03606,99.4,False
467,Avenida del Mexico & Saturn Boulevard,-117.09267830000002,32.58290120000001,0.036003,99.4,False
468,El Cajon Boulevard & Fairmount Avenue,-117.1008349,32.7551917,0.035981,99.4,False
469,North Harbor Drive & West Ash Street,-117.17305195000046,32.71986725,0.035981,99.4,False
470,37th Street & University Avenue,-117.11311300000001,32.749714000000004,0.035968,99.4,False
471,Mission Boulevard & Tourmaline Street,-117.25864800000001,32.806896900000005,0.035949,99.4,False
472,11th Avenue & A Street,-117.1547241,32.718863799999994,0.0359,99.4,False
473,India Street & West Broadway,-117.1683003,32.71576100000001,0.035876,99.4,False
474,Cass Street & Hornblend Street,-117.251549,32.79644399999999,0.03583,99.4,False
475,Highland Avenue & University Avenue,-117.09868794999842,32.74968395000086,0.035791,99.4,False
476,Genesee Avenue & North Torrey Pines Road,-117.2403499,32.89177390000001,0.035785,99.4,False
477,Rue d' Orleans & West Point Loma Boulevard,-117.22810990000002,32.752736600000006,0.035782,99.4,False
478,45th Street & Dwight Street,-117.09773009999999,32.7439949,0.035776,99.4,False
479,Castle Avenue & Euclid Avenue,-117.09234940000002,32.7456247,0.035772,99.4,False
480,Beyer Boulevard & Madden Avenue,-117.07115030000001,32.58248399999999,0.035771,99.4,False
481,Barnett Avenue,-117.1991236,32.74505010000001,0.035765,99.4,False
482,35th Street & Adams Avenue,-117.1173059,32.76332919999999,0.035756,99.4,False
483,Witherby Street,-117.1933158,32.74438539999999,0.035736,99.4,False
484,16th Street & Palm Avenue,-117.0995106,32.58392470000001,0.035699,99.4,False
485,Frazee Road & Friars Road,-117.1574634,32.77269890000003,0.035666,99.4,False
486,Clayton Drive & Miramar Road,-117.13100400000002,32.89379930000001,0.035658,99.4,False
487,17th Street & Imperial Avenue,-117.14853290000002,32.70626480000002,0.035632,99.4,False
488,5th Avenue & Robinson Avenue,-117.16042860000002,32.746957,0.035548,99.4,False
489,Rancho Carmel Drive & Shoal Creek Drive,-117.08549990000002,32.971610399999996,0.035523,99.4,False
490,Skyline Drive & South 61st Street,-117.0668458,32.701410599999996,0.035517,99.4,False
491,Mission Center Road,-117.15392269999998,32.774241800000006,0.035501,99.4,False
492,Lincoln Avenue & Washington Street,-117.1503987,32.7517578,0.035476,99.4,False
493,Washington Street & West Washington Street,-117.16160329999998,32.74984540000001,0.035441,99.4,False
494,54th Street & University Avenue,-117.0795335,32.7488812,0.035431,99.4,False
495,Marbury Avenue & Mira Mesa Boulevard,-117.1298351,32.91611819999999,0.035423,99.4,False
496,Historic Decatur Road & Womble Road,-117.21622930000001,32.7348545,0.035421,99.4,False
497,Division Street & Osborn Street,-117.10962360000002,32.6827254,0.035414,99.4,False
498,Armour Street & Ruffner Street,-117.1568314,32.82167799999999,0.035375,99.4,False
499,La Jolla Village Drive & Lebon Drive,-117.2235229,32.87077990000001,0.035366,99.4,False
500,13th Street & Island Avenue,-117.1528306,32.71047650000001,0.035337,99.4,False
